"district_name","year","incident_num","Date","Time","district","victim_gender","victim_race","multi_victim","v_hispanic_or_latinx","fatal","Total.","GEOID","NAME","medincome","no_english","little_english","below_highschool","employment_status","pct_below_poverty_level","pct_vacant","total_pop","White_alone","B02001_003","Black_or_African_American_alone","American_Indian_and_Alaska_Native_alone","Asian_alone","one_parent","pct_25_and_up_bachelors_degree"
"Dorchester",2017,"I172008070","2017-01-30","2024-04-01T06:24:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172039041","2017-05-18","2024-04-01T01:48:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172039041","2017-05-18","2024-04-01T01:48:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172039041","2017-05-18","2024-04-01T01:48:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172039041","2017-05-18","2024-04-01T01:48:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172026760","2017-04-06","2024-04-01T15:10:00Z","C11","Male","White",0,TRUE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172026760","2017-04-06","2024-04-01T15:10:00Z","C11","Male","White",0,TRUE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172026760","2017-04-06","2024-04-01T15:10:00Z","C11","Male","White",0,TRUE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172026760","2017-04-06","2024-04-01T15:10:00Z","C11","Male","White",0,TRUE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172045363","2017-06-07","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172045363","2017-06-07","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172045363","2017-06-07","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172045363","2017-06-07","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172035784","2017-05-07","2024-04-01T02:04:01Z","C11","Male","White",0,TRUE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172035784","2017-05-07","2024-04-01T02:04:01Z","C11","Male","White",0,TRUE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172035784","2017-05-07","2024-04-01T02:04:01Z","C11","Male","White",0,TRUE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172035784","2017-05-07","2024-04-01T02:04:01Z","C11","Male","White",0,TRUE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172054407","2017-07-06","2024-04-01T00:22:00Z","C11","Male","White",0,TRUE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172054407","2017-07-06","2024-04-01T00:22:00Z","C11","Male","White",0,TRUE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172054407","2017-07-06","2024-04-01T00:22:00Z","C11","Male","White",0,TRUE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172054407","2017-07-06","2024-04-01T00:22:00Z","C11","Male","White",0,TRUE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172068602","2017-08-20","2024-04-01T00:03:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172081437","2017-09-29","2024-04-01T19:51:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172081437","2017-09-29","2024-04-01T19:51:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172081437","2017-09-29","2024-04-01T19:51:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172081437","2017-09-29","2024-04-01T19:51:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172075277","2017-09-10","2024-04-01T22:23:00Z","C11","Female","White",0,FALSE,TRUE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172075277","2017-09-10","2024-04-01T22:23:00Z","C11","Female","White",0,FALSE,TRUE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172075277","2017-09-10","2024-04-01T22:23:00Z","C11","Female","White",0,FALSE,TRUE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172075277","2017-09-10","2024-04-01T22:23:00Z","C11","Female","White",0,FALSE,TRUE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172065913","2017-08-11","2024-04-01T15:03:52Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172065913","2017-08-11","2024-04-01T15:03:52Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172065913","2017-08-11","2024-04-01T15:03:52Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172065913","2017-08-11","2024-04-01T15:03:52Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172005603","2017-01-21","2024-04-01T16:45:00Z","C11","Male","White",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172005603","2017-01-21","2024-04-01T16:45:00Z","C11","Male","White",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172005603","2017-01-21","2024-04-01T16:45:00Z","C11","Male","White",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172005603","2017-01-21","2024-04-01T16:45:00Z","C11","Male","White",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172054982","2017-07-07","2024-04-01T22:43:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172054982","2017-07-07","2024-04-01T22:43:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172054982","2017-07-07","2024-04-01T22:43:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172054982","2017-07-07","2024-04-01T22:43:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172058490","2017-07-19","2024-04-01T11:35:49Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172058490","2017-07-19","2024-04-01T11:35:49Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172058490","2017-07-19","2024-04-01T11:35:49Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172058490","2017-07-19","2024-04-01T11:35:49Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172048679","2017-06-18","2024-04-01T03:02:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172048679","2017-06-18","2024-04-01T03:02:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172048679","2017-06-18","2024-04-01T03:02:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172048679","2017-06-18","2024-04-01T03:02:00Z","C11","Female","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,TRUE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,TRUE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,TRUE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172052482","2017-06-29","2024-04-01T20:30:00Z","C11","Male","Black or African American",1,TRUE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172081989","2017-10-01","2024-04-01T21:57:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172081989","2017-10-01","2024-04-01T21:57:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172081989","2017-10-01","2024-04-01T21:57:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172081989","2017-10-01","2024-04-01T21:57:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172073486","2017-09-05","2024-04-01T10:46:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172073486","2017-09-05","2024-04-01T10:46:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172073486","2017-09-05","2024-04-01T10:46:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172073486","2017-09-05","2024-04-01T10:46:00Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","White",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","White",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","White",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172033274","2017-04-28","2024-04-01T22:28:00Z","C11","Male","White",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172040210","2017-05-21","2024-04-01T20:55:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172040210","2017-05-21","2024-04-01T20:55:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172040210","2017-05-21","2024-04-01T20:55:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172040210","2017-05-21","2024-04-01T20:55:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2017,"I172053885","2017-07-04","2024-04-01T16:54:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",50227,862,1308,6714,43657,12688,1330,55074,12634,35157,453,3303,0,5157,42221
"Dorchester",2017,"I172053885","2017-07-04","2024-04-01T16:54:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",56024,217,310,3602,20188,4910,894,24643,9059,7691,0,4597,0,2002,19539
"Dorchester",2017,"I172053885","2017-07-04","2024-04-01T16:54:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",27964,1214,1427,4054,21744,9782,988,28479,2034,19583,89,162,0,3862,20807
"Dorchester",2017,"I172053885","2017-07-04","2024-04-01T16:54:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",53382,709,950,4517,29321,8277,1345,35254,11737,11460,201,4095,0,2347,28471
"Dorchester",2018,"I182060366","2018-07-31","2024-04-01T02:17:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182060366","2018-07-31","2024-04-01T02:17:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182060366","2018-07-31","2024-04-01T02:17:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182060366","2018-07-31","2024-04-01T02:17:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182012830","2018-02-17","2024-04-01T23:18:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182012830","2018-02-17","2024-04-01T23:18:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182012830","2018-02-17","2024-04-01T23:18:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182012830","2018-02-17","2024-04-01T23:18:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182002293","2018-01-09","2024-04-01T21:23:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182002293","2018-01-09","2024-04-01T21:23:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182002293","2018-01-09","2024-04-01T21:23:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182002293","2018-01-09","2024-04-01T21:23:00Z","C11","Male","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182003714","2018-01-14","2024-04-01T17:30:25Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182003714","2018-01-14","2024-04-01T17:30:25Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182003714","2018-01-14","2024-04-01T17:30:25Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182003714","2018-01-14","2024-04-01T17:30:25Z","C11","Male","Black or African American",0,FALSE,TRUE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182043486","2018-06-05","2024-04-01T18:38:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182043486","2018-06-05","2024-04-01T18:38:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182043486","2018-06-05","2024-04-01T18:38:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182043486","2018-06-05","2024-04-01T18:38:00Z","C11","Female","Black or African American",0,FALSE,FALSE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182022956","2018-03-28","2024-04-01T01:05:21Z","C11","Male","Black or African American",0,TRUE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182022956","2018-03-28","2024-04-01T01:05:21Z","C11","Male","Black or African American",0,TRUE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
"Dorchester",2018,"I182022956","2018-03-28","2024-04-01T01:05:21Z","C11","Male","Black or African American",0,TRUE,FALSE,122191,2124,"ZCTA5 02124",53174,1093,1560,6811,44108,12066,1414,55821,13285,34601,364,3515,0,4973,42482
"Dorchester",2018,"I182022956","2018-03-28","2024-04-01T01:05:21Z","C11","Male","Black or African American",0,TRUE,FALSE,122191,2121,"ZCTA5 02121",30712,1497,1825,3842,22811,10351,946,29919,2709,20235,0,164,0,3926,21861
"Dorchester",2018,"I182050499","2018-06-27","2024-04-01T18:53:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2125,"ZCTA5 02125",56318,697,967,4147,28683,7862,1560,34358,12078,11921,130,3839,0,2453,27815
"Dorchester",2018,"I182050499","2018-06-27","2024-04-01T18:53:00Z","C11","Male","Black or African American",1,FALSE,FALSE,122191,2122,"ZCTA5 02122",60474,220,262,3917,20767,4599,869,25059,8728,7954,34,5303,0,1777,20198
